id,type,format,identifier,references,created,creator,publisher,license,rightsHolder,catalogNumber
31930820,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027543/original.jpeg,https://www.inaturalist.org/photos/50027543,2019-09-01T16:46:48-07:00,Paul Braun,iNaturalist,http://creativecommons.org/publicdomain/zero/1.0/,Paul Braun,50027543
31930822,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027561/original.jpg,https://www.inaturalist.org/photos/50027561,2019-09-01T16:13:12Z,Steven Lamonde,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Steven Lamonde,50027561
31930823,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027549/original.jpg,https://www.inaturalist.org/photos/50027549,2019-09-01T16:29:55Z,Amber Jones,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Amber Jones,50027549
31930827,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027483/original.jpeg,https://www.inaturalist.org/photos/50027483,2019-09-01T08:54:03-07:00,Ron Stephens,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Ron Stephens,50027483
31930827,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027791/original.jpeg,https://www.inaturalist.org/photos/50027791,2019-09-01T08:53:59-07:00,Ron Stephens,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Ron Stephens,50027791
31930827,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50028206/original.jpeg,https://www.inaturalist.org/photos/50028206,2019-09-01T08:54:10-07:00,Ron Stephens,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Ron Stephens,50028206
31930828,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027550/original.jpg,https://www.inaturalist.org/photos/50027550,2019-08-31T20:15:52Z,wipferjr320,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,wipferjr320,50027550
31930831,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027603/original.jpeg,https://www.inaturalist.org/photos/50027603,2019-08-31T19:04:50-07:00,Nicola Gilio,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Nicola Gilio,50027603
31930842,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027552/original.jpg,https://www.inaturalist.org/photos/50027552,2017-04-13T10:38:31Z,abazaba667,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,abazaba667,50027552
31930854,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027575/original.jpeg,https://www.inaturalist.org/photos/50027575,2019-09-01T17:16:06-07:00,Paul Braun,iNaturalist,http://creativecommons.org/publicdomain/zero/1.0/,Paul Braun,50027575
31930854,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027589/original.jpg,https://www.inaturalist.org/photos/50027589,2019-09-01T17:15:55-07:00,Paul Braun,iNaturalist,http://creativecommons.org/publicdomain/zero/1.0/,Paul Braun,50027589
31930854,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027615/original.jpeg,https://www.inaturalist.org/photos/50027615,2019-09-01T17:16:32-07:00,Paul Braun,iNaturalist,http://creativecommons.org/publicdomain/zero/1.0/,Paul Braun,50027615
31930854,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027637/original.jpeg,https://www.inaturalist.org/photos/50027637,2019-09-01T17:16:06-07:00,Paul Braun,iNaturalist,http://creativecommons.org/publicdomain/zero/1.0/,Paul Braun,50027637
31930857,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027604/original.jpg,https://www.inaturalist.org/photos/50027604,2019-09-01T16:13:36Z,Steven Lamonde,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Steven Lamonde,50027604
31930862,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027587/original.jpg,https://www.inaturalist.org/photos/50027587,2019-09-01T15:34:39Z,terence zahner,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,terence zahner,50027587
31930871,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027596/original.jpg,https://www.inaturalist.org/photos/50027596,2019-09-01T18:01:04Z,sshort4,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,sshort4,50027596
31930871,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027621/original.jpg,https://www.inaturalist.org/photos/50027621,2019-09-01T18:01:04Z,sshort4,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,sshort4,50027621
31930871,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027655/original.jpg,https://www.inaturalist.org/photos/50027655,2019-09-01T18:01:04Z,sshort4,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,sshort4,50027655
31930874,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027682/original.jpg,https://www.inaturalist.org/photos/50027682,2019-08-31T18:30:19Z,CK Kelly,iNaturalist,http://creativecommons.org/licenses/by/4.0/,CK Kelly,50027682
31930874,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027628/original.jpg,https://www.inaturalist.org/photos/50027628,2019-08-31T18:30:19Z,CK Kelly,iNaturalist,http://creativecommons.org/licenses/by/4.0/,CK Kelly,50027628
31930878,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50024512/original.jpg,https://www.inaturalist.org/photos/50024512,2019-08-29T21:45:34-07:00,Betsy McCully,iNaturalist,http://creativecommons.org/licenses/by-nc-nd/4.0/,Betsy McCully,50024512
31930879,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50024521/original.jpg,https://www.inaturalist.org/photos/50024521,2019-08-29T21:45:14-07:00,Betsy McCully,iNaturalist,http://creativecommons.org/licenses/by-nc-nd/4.0/,Betsy McCully,50024521
31930884,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027672/original.jpg,https://www.inaturalist.org/photos/50027672,2019-09-01T18:04:05Z,Jeremy,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Jeremy,50027672
31930884,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027616/original.jpg,https://www.inaturalist.org/photos/50027616,2019-09-01T18:04:05Z,Jeremy,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Jeremy,50027616
31930885,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027614/original.jpg,https://www.inaturalist.org/photos/50027614,2019-09-01T17:52:57Z,moxiepixie,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,moxiepixie,50027614
31930891,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027476/original.jpg,https://www.inaturalist.org/photos/50027476,2019-08-31T16:31:26-07:00,Grace Jeschke,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Grace Jeschke,50027476
31930908,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027647/original.jpg,https://www.inaturalist.org/photos/50027647,2019-09-01T16:13:56Z,Steven Lamonde,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Steven Lamonde,50027647
31930909,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027627/original.jpeg,https://www.inaturalist.org/photos/50027627,2019-09-01T13:38:56-07:00,Robert Harris,iNaturalist,http://creativecommons.org/licenses/by/4.0/,Robert Harris,50027627
31930931,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027658/original.jpg,https://www.inaturalist.org/photos/50027658,2019-09-01T18:04:15Z,Leslie Flint,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Leslie Flint,50027658
31930932,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027652/original.jpg,https://www.inaturalist.org/photos/50027652,2019-09-01T13:04:36Z,Glenn Perricone,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Glenn Perricone,50027652
31930936,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027651/original.jpg,https://www.inaturalist.org/photos/50027651,2019-09-01T18:04:15Z,Melinda Fawver,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Melinda Fawver,50027651
31930939,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027654/original.jpg,https://www.inaturalist.org/photos/50027654,2019-09-01T15:34:21Z,terence zahner,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,terence zahner,50027654
31930941,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027699/original.jpeg,https://www.inaturalist.org/photos/50027699,2019-09-01T12:32:12-07:00,Andrés Ramírez-Barrera,iNaturalist,http://creativecommons.org/licenses/by/4.0/,Andrés Ramírez-Barrera,50027699
31930944,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027687/original.jpg,https://www.inaturalist.org/photos/50027687,2019-09-01T17:53:06Z,Katelyn S. Bolds,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Katelyn S. Bolds,50027687
31930944,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027668/original.jpg,https://www.inaturalist.org/photos/50027668,2019-09-01T17:53:06Z,Katelyn S. Bolds,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Katelyn S. Bolds,50027668
31930945,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027724/original.jpeg,https://www.inaturalist.org/photos/50027724,2019-09-01T18:13:55-07:00,Paul Braun,iNaturalist,http://creativecommons.org/publicdomain/zero/1.0/,Paul Braun,50027724
31930945,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027663/original.jpeg,https://www.inaturalist.org/photos/50027663,2019-09-01T18:13:50-07:00,Paul Braun,iNaturalist,http://creativecommons.org/publicdomain/zero/1.0/,Paul Braun,50027663
31930945,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027686/original.jpeg,https://www.inaturalist.org/photos/50027686,2019-09-01T18:14:07-07:00,Paul Braun,iNaturalist,http://creativecommons.org/publicdomain/zero/1.0/,Paul Braun,50027686
31930945,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027706/original.jpeg,https://www.inaturalist.org/photos/50027706,2019-09-01T18:13:48-07:00,Paul Braun,iNaturalist,http://creativecommons.org/publicdomain/zero/1.0/,Paul Braun,50027706
31930945,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027746/original.jpeg,https://www.inaturalist.org/photos/50027746,2019-09-01T18:14:03-07:00,Paul Braun,iNaturalist,http://creativecommons.org/publicdomain/zero/1.0/,Paul Braun,50027746
31930945,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027759/original.jpeg,https://www.inaturalist.org/photos/50027759,2019-09-01T18:14:12-07:00,Paul Braun,iNaturalist,http://creativecommons.org/publicdomain/zero/1.0/,Paul Braun,50027759
31930949,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027684/original.jpg,https://www.inaturalist.org/photos/50027684,2019-09-01T16:14:07Z,Steven Lamonde,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Steven Lamonde,50027684
31930950,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027167/original.jpeg,https://www.inaturalist.org/photos/50027167,2009-10-01T12:15:09-07:00,Roseanna Denton,iNaturalist,http://creativecommons.org/publicdomain/zero/1.0/,Roseanna Denton,50027167
31930955,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027758/original.jpg,https://www.inaturalist.org/photos/50027758,2019-09-01T09:38:39Z,Cansu Çetin,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Cansu Çetin,50027758
31930955,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027693/original.jpg,https://www.inaturalist.org/photos/50027693,2019-09-01T09:38:39Z,Cansu Çetin,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Cansu Çetin,50027693
31930955,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027731/original.jpg,https://www.inaturalist.org/photos/50027731,2019-09-01T09:38:39Z,Cansu Çetin,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Cansu Çetin,50027731
31930972,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027703/original.jpg,https://www.inaturalist.org/photos/50027703,2019-08-01T16:00:03Z,Brady Schwab,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Brady Schwab,50027703
31930973,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027738/original.jpg,https://www.inaturalist.org/photos/50027738,2019-09-01T15:21:56Z,Conway Hawn,iNaturalist,http://creativecommons.org/licenses/by/4.0/,Conway Hawn,50027738
31930973,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027789/original.jpg,https://www.inaturalist.org/photos/50027789,2019-09-01T15:21:56Z,Conway Hawn,iNaturalist,http://creativecommons.org/licenses/by/4.0/,Conway Hawn,50027789
31930977,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027722/original.jpg,https://www.inaturalist.org/photos/50027722,2019-09-01T16:14:23Z,Steven Lamonde,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Steven Lamonde,50027722
31930981,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027776/original.jpg,https://www.inaturalist.org/photos/50027776,2019-08-31T18:30:17Z,CK Kelly,iNaturalist,http://creativecommons.org/licenses/by/4.0/,CK Kelly,50027776
31930981,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027735/original.jpg,https://www.inaturalist.org/photos/50027735,2019-08-31T18:30:17Z,CK Kelly,iNaturalist,http://creativecommons.org/licenses/by/4.0/,CK Kelly,50027735
31930983,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027707/original.jpg,https://www.inaturalist.org/photos/50027707,2019-09-01T13:04:59Z,texan1,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,texan1,50027707
31930988,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027717/original.jpg,https://www.inaturalist.org/photos/50027717,2017-08-20T03:48:59Z,abazaba667,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,abazaba667,50027717
31930991,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027753/original.jpg,https://www.inaturalist.org/photos/50027753,2019-09-01T18:04:52Z,annifenty,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,annifenty,50027753
31930992,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027579/original.jpg,https://www.inaturalist.org/photos/50027579,2019-08-24T18:04:00Z,Gustavo Morejon Jaramillo,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Gustavo Morejon Jaramillo,50027579
31930993,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027740/original.jpg,https://www.inaturalist.org/photos/50027740,2019-09-01T18:04:14Z,hwisniewski,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,hwisniewski,50027740
31930994,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027760/original.jpg,https://www.inaturalist.org/photos/50027760,2019-09-01T16:14:46Z,Steven Lamonde,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Steven Lamonde,50027760
31930995,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027751/original.jpg,https://www.inaturalist.org/photos/50027751,2019-09-01T12:35:30Z,w0987654321,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,w0987654321,50027751
31930995,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027736/original.jpg,https://www.inaturalist.org/photos/50027736,2019-09-01T12:35:30Z,w0987654321,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,w0987654321,50027736
31931001,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50028369/original.jpeg,https://www.inaturalist.org/photos/50028369,2019-08-10T04:50:52-07:00,Amanda Isobella Eloise,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Amanda Isobella Eloise,50028369
31931005,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027835/original.jpg,https://www.inaturalist.org/photos/50027835,2019-09-01T11:58:37Z,Günter Schwendinger,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Günter Schwendinger,50027835
31931005,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027969/original.jpg,https://www.inaturalist.org/photos/50027969,2019-09-01T11:58:37Z,Günter Schwendinger,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Günter Schwendinger,50027969
31931007,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027780/original.jpg,https://www.inaturalist.org/photos/50027780,2019-08-23T22:46:59Z,Katelyn S. Bolds,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Katelyn S. Bolds,50027780
31931007,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027762/original.jpg,https://www.inaturalist.org/photos/50027762,2019-08-23T22:46:59Z,Katelyn S. Bolds,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Katelyn S. Bolds,50027762
31931015,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027590/original.jpeg,https://www.inaturalist.org/photos/50027590,2019-08-29T09:29:13-07:00,Bridget Spencer,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Bridget Spencer,50027590
31931016,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027610/original.jpeg,https://www.inaturalist.org/photos/50027610,2019-09-01T10:45:23-07:00,Bridget Spencer,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Bridget Spencer,50027610
31931017,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027634/original.jpeg,https://www.inaturalist.org/photos/50027634,2019-09-01T10:33:47-07:00,Bridget Spencer,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Bridget Spencer,50027634
31931019,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027785/original.jpg,https://www.inaturalist.org/photos/50027785,2019-09-01T16:31:49Z,Amber Jones,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Amber Jones,50027785
31931020,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027815/original.jpg,https://www.inaturalist.org/photos/50027815,2019-09-01T14:05:05Z,Izabella Farr,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Izabella Farr,50027815
31931020,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027799/original.jpg,https://www.inaturalist.org/photos/50027799,2019-09-01T14:05:05Z,Izabella Farr,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Izabella Farr,50027799
31931020,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027832/original.jpg,https://www.inaturalist.org/photos/50027832,2019-09-01T14:05:05Z,Izabella Farr,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Izabella Farr,50027832
31931020,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027777/original.jpg,https://www.inaturalist.org/photos/50027777,2019-09-01T14:05:05Z,Izabella Farr,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Izabella Farr,50027777
31931021,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027803/original.jpg,https://www.inaturalist.org/photos/50027803,2019-09-01T16:15:05Z,Steven Lamonde,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Steven Lamonde,50027803
31931023,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027853/original.jpeg,https://www.inaturalist.org/photos/50027853,2019-09-01T18:17:48-07:00,Paul Braun,iNaturalist,http://creativecommons.org/publicdomain/zero/1.0/,Paul Braun,50027853
31931023,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027786/original.jpeg,https://www.inaturalist.org/photos/50027786,2019-09-01T18:18:00-07:00,Paul Braun,iNaturalist,http://creativecommons.org/publicdomain/zero/1.0/,Paul Braun,50027786
31931023,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027805/original.jpeg,https://www.inaturalist.org/photos/50027805,2019-09-01T18:17:18-07:00,Paul Braun,iNaturalist,http://creativecommons.org/publicdomain/zero/1.0/,Paul Braun,50027805
31931023,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027871/original.jpeg,https://www.inaturalist.org/photos/50027871,2019-09-01T18:17:31-07:00,Paul Braun,iNaturalist,http://creativecommons.org/publicdomain/zero/1.0/,Paul Braun,50027871
31931025,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027768/original.jpeg,https://www.inaturalist.org/photos/50027768,2019-08-31T11:45:38-07:00,Bob O'Kennon,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Bob O'Kennon,50027768
31931025,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027915/original.jpeg,https://www.inaturalist.org/photos/50027915,2019-08-31T11:45:55-07:00,Bob O'Kennon,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Bob O'Kennon,50027915
31931027,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027795/original.jpg,https://www.inaturalist.org/photos/50027795,2019-08-31T18:29:56Z,CK Kelly,iNaturalist,http://creativecommons.org/licenses/by/4.0/,CK Kelly,50027795
31931032,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027849/original.jpeg,https://www.inaturalist.org/photos/50027849,2019-09-01T14:01:08-07:00,Lisa Wiencek Gerbec,iNaturalist,http://creativecommons.org/licenses/by/4.0/,Lisa Wiencek Gerbec,50027849
31931035,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027820/original.jpg,https://www.inaturalist.org/photos/50027820,2019-09-01T18:05:29Z,Melinda Fawver,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Melinda Fawver,50027820
31931036,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027807/original.jpg,https://www.inaturalist.org/photos/50027807,2017-10-08T18:05:48Z,abazaba667,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,abazaba667,50027807
31931037,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027818/original.jpg,https://www.inaturalist.org/photos/50027818,2019-09-01T18:05:33Z,hikerjackd,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,hikerjackd,50027818
31931038,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027812/original.jpg,https://www.inaturalist.org/photos/50027812,2019-08-31T18:29:45Z,CK Kelly,iNaturalist,http://creativecommons.org/licenses/by/4.0/,CK Kelly,50027812
31931039,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027723/original.jpg,https://www.inaturalist.org/photos/50027723,2019-05-19T11:46:17-07:00,Bill Schur,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Bill Schur,50027723
31931039,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027730/original.jpg,https://www.inaturalist.org/photos/50027730,2019-05-19T11:48:20-07:00,Bill Schur,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Bill Schur,50027730
31931040,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027837/original.jpg,https://www.inaturalist.org/photos/50027837,2019-09-01T16:15:23Z,Steven Lamonde,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Steven Lamonde,50027837
31931041,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027796/original.jpg,https://www.inaturalist.org/photos/50027796,2019-07-16T21:55:56-07:00,Victor Engel,iNaturalist,http://creativecommons.org/licenses/by/4.0/,Victor Engel,50027796
31931044,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027833/original.jpeg,https://www.inaturalist.org/photos/50027833,2019-09-01T15:11:12-07:00,Antoine Lantin,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Antoine Lantin,50027833
31931044,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027846/original.jpeg,https://www.inaturalist.org/photos/50027846,2019-09-01T15:11:11-07:00,Antoine Lantin,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Antoine Lantin,50027846
31931044,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027858/original.jpeg,https://www.inaturalist.org/photos/50027858,2019-09-01T15:11:12-07:00,Antoine Lantin,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Antoine Lantin,50027858
31931045,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027878/original.jpeg,https://www.inaturalist.org/photos/50027878,2019-09-01T12:31:35-07:00,Andrés Ramírez-Barrera,iNaturalist,http://creativecommons.org/licenses/by/4.0/,Andrés Ramírez-Barrera,50027878
31931047,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027847/original.jpg,https://www.inaturalist.org/photos/50027847,2019-08-31T18:29:41Z,CK Kelly,iNaturalist,http://creativecommons.org/licenses/by/4.0/,CK Kelly,50027847
31931048,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027831/original.jpg,https://www.inaturalist.org/photos/50027831,2019-09-01T17:28:03Z,Adam Nickey,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Adam Nickey,50027831
31931049,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027881/original.jpg,https://www.inaturalist.org/photos/50027881,2019-08-31T20:45:37Z,jerr17,iNaturalist,http://creativecommons.org/licenses/by/4.0/,jerr17,50027881
31931050,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027843/original.jpeg,https://www.inaturalist.org/photos/50027843,2019-09-01T13:26:51-07:00,Andy Deans,iNaturalist,http://creativecommons.org/licenses/by/4.0/,Andy Deans,50027843
31931051,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027857/original.jpg,https://www.inaturalist.org/photos/50027857,2019-07-22T07:55:47Z,Leroy,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Leroy,50027857
31931058,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027869/original.jpg,https://www.inaturalist.org/photos/50027869,2019-09-01T16:15:46Z,Steven Lamonde,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Steven Lamonde,50027869
31931060,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/50027859/original.jpg,https://www.inaturalist.org/photos/50027859,2019-08-31T13:29:54Z,Sandy Wolkenberg,iNaturalist,http://creativecommons.org/licenses/by/4.0/,Sandy Wolkenberg,50027859
